,Task ID,Analysts Working
,,Team1, Team2, Team3
,5364,An_d1w_53640_T1,An_d1w_53640_T2,--Done--
,6094,--Done--,An_d1w_60940_T2,An_d1w_60940_T3
,6121,An_d1w_61210_T1,An_d1w_61210_T2,An_d1w_61210_T3
,6279,An_d1w_62790_T1,--Done--,--Done--
,6592,--Done--,An_d1w_65920_T2,An_d1w_65920_T3
,6659,An_d1w_66590_T1,An_d1w_66590_T2,An_d1w_66590_T3
,6863,An_d1w_68630_T1,--Done--,An_d1w_68630_T3
,7006,An_d1w_70060_T1,An_d1w_70060_T2,--Done--
,7842,An_d1w_78420_T1,--Done--,An_d1w_78420_T3
,8186,An_d1w_81860_T1,--Done--,An_d1w_81860_T3
,8208,An_d1w_82080_T1,An_d1w_82080_T2,--Done--
,8440,--Done--,An_d1w_84400_T2,--Done--
,8458,An_d1w_84580_T1,--Done--,An_d1w_84580_T3
,8567,An_d1w_85670_T1,An_d1w_85670_T2,An_d1w_85670_T3
,8912,--Done--,An_d1w_89120_T2,--Done--
,9104,An_d1w_91040_T1 | An_d1w_91041_T1,An_d1w_91040_T2 | An_d1w_91041_T2,--Done--
,9149,An_d1w_91490_T1,--Done--,An_d1w_91490_T3
,9214,--Done--,An_d1w_92140_T2,--Done--
,9248,--Done--,--Done--,An_d1w_92480_T3
,9359,An_d1w_93590_T1,An_d1w_93590_T2,An_d1w_93590_T3
,9379,--Done--,An_d1w_93790_T2,--Done--
,9544,--Done--,An_d1w_95440_T2,An_d1w_95440_T3
,10845,--Done--,An_d1w_108450_T2,An_d1w_108450_T3
,11009,An_d1w_110090_T1,An_d1w_110090_T2,--Done--
,11052,An_d1w_110521_T1 | An_d1w_110520_T1,An_d1w_110520_T2,An_d1w_110520_T3
,11289,An_d1w_112890_T1,An_d1w_112890_T2,An_d1w_112890_T3
,11453,--Done--,An_d1w_114532_T2 | An_d1w_114531_T2 | An_d1w_114530_T2,An_d1w_114530_T3
,11715,An_d1w_117150_T1,An_d1w_117152_T2 | An_d1w_117151_T2 | An_d1w_117150_T2,An_d1w_117150_T3
,11944,An_d1w_119440_T1,An_d1w_119440_T2,--Done--
,12211,An_d1w_122110_T1,--Done--,--Done--
,12539,An_d1w_125391_T1 | An_d1w_125390_T1,An_d1w_125391_T2 | An_d1w_125390_T2,An_d1w_125390_T3
,13122,An_d1w_131220_T1,--Done--,An_d1w_131220_T3
,13137,An_d1w_131370_T1,--Done--,An_d1w_131370_T3
,14095,An_d1w_140950_T1,An_d1w_140950_T2,--Done--
,14126,An_d1w_141260_T1,--Done--,An_d1w_141260_T3
,14214,An_d1w_142140_T1,--Done--,An_d1w_142140_T3
,14434,An_d1w_144340_T1,An_d1w_144340_T2,--Done--
,14674,An_d1w_146740_T1,--Done--,An_d1w_146740_T3
,14899,An_d1w_148991_T1 | An_d1w_148990_T1,An_d1w_148991_T2 | An_d1w_148990_T2,An_d1w_148990_T3
,433,--Done--,An_d1w_92480_T2,An_d1w_15950_T3
,558,An_d1w_8880_T1,An_d1w_122110_T2,An_d1w_17210_T3
,1150,An_d1w_8881_T1,An_d1w_131370_T2,--Done--
,1181,An_d1w_8882_T1,An_d1w_141260_T2,--Done--
,1342,An_d1w_9320_T1,--Done--,An_d1w_20180_T3
,1361,An_d1w_9321_T1,An_d2w_13610_T2,An_d1w_20890_T3
,1750,--Done--,An_d2w_17500_T2,--Done--
,2070,An_d1w_17220_T1,An_d2w_20700_T2,An_d1w_24470_T3
,2179,An_d1w_26740_T1,--Done--,An_d1w_33920_T3
,2359,--Done--,--Done--,An_d1w_39850_T3
,2474,An_d1w_37051_T1 | An_d1w_37050_T1,An_d2w_24742_T2 | An_d2w_24741_T2 | An_d2w_24740_T2,An_d1w_70060_T3
,2794,An_d1w_37052_T1,--Done--,An_d1w_91040_T3
,3045,An_d1w_39850_T1 | An_d1w_37053_T1,An_d2w_30451_T2 | An_d2w_30450_T2,--Done--
,3115,An_d1w_51400_T1,An_d2w_31150_T2,--Done--
,3284,An_d1w_60940_T1,An_d2w_32840_T2,An_d1w_93790_T3
,3328,An_d1w_65920_T1,--Done--,An_d1w_110090_T3
,3811,An_d1w_92140_T1 | An_d1w_89120_T1,An_d2w_38111_T2 | An_d2w_38110_T2,An_d1w_119440_T3
,3981,An_d1w_92480_T1,An_d2w_39810_T2,An_d1w_122110_T3
,4275,An_d1w_124960_T1,An_d2w_42750_T2,--Done--
,4572,An_d2w_45720_T1,An_d2w_45720_T2,--Done--
,4854,An_d2w_48540_T1,An_d2w_48540_T2,An_d2w_48540_T3
,5799,An_d2w_57990_T1,An_d2w_57990_T2,An_d2w_57990_T3
,6058,An_d2w_60580_T1,--Done--,An_d2w_60580_T3
,6133,An_d2w_61331_T1 | An_d2w_61330_T1,An_d2w_61330_T2,An_d2w_61330_T3
,6949,--Done--,An_d2w_69490_T2,An_d2w_69490_T3
,7298,An_d2w_72980_T1,An_d2w_72982_T2 | An_d2w_72981_T2 | An_d2w_72980_T2,An_d2w_72980_T3
,7540,--Done--,An_d2w_75401_T2 | An_d2w_75400_T2,An_d2w_75400_T3
,7679,An_d2w_76790_T1,An_d2w_76790_T2,--Done--
,8210,An_d2w_82100_T1,An_d2w_82100_T2,--Done--
,8225,An_d2w_82250_T1,An_d2w_82250_T2,--Done--
,8437,--Done--,An_d2w_84370_T2,An_d2w_84370_T3
,8509,An_d2w_85090_T1,An_d2w_85090_T2,An_d2w_85090_T3
,8957,An_d2w_89570_T1,An_d2w_89570_T2,An_d2w_89570_T3
,9242,An_d2w_92420_T1,An_d2w_92420_T2,An_d2w_92420_T3
,9327,An_d2w_93270_T1,An_d2w_93270_T2,--Done--
,10850,An_d2w_108500_T1,An_d2w_108500_T2,An_d2w_108500_T3
,10913,An_d2w_109130_T1,--Done--,--Done--
,10980,An_d2w_109800_T1,An_d2w_109800_T2,--Done--
,11148,An_d2w_111480_T1,An_d2w_111480_T2,An_d2w_111480_T3
,11534,An_d2w_115340_T1,An_d2w_115340_T2,An_d2w_115340_T3
,11806,--Done--,An_d2w_118060_T2,--Done--
,11822,An_d2w_118220_T1,An_d2w_118220_T2,An_d2w_118220_T3
,12005,An_d2w_120050_T1,An_d2w_120050_T2,An_d2w_120050_T3
,12153,An_d2w_121530_T1,An_d2w_121530_T2,--Done--
,12184,An_d2w_121840_T1,An_d2w_121840_T2,--Done--
,12314,An_d2w_123140_T1,An_d2w_123140_T2,An_d2w_123140_T3
,12543,An_d2w_125430_T1,An_d2w_125430_T2,--Done--
,12580,An_d2w_125800_T1,--Done--,An_d2w_125800_T3
,12972,An_d2w_129720_T1,An_d2w_129720_T2,--Done--
,13198,An_d2w_131980_T1,An_d2w_131980_T2,An_d2w_131980_T3
,13289,An_d2w_132890_T1,An_d2w_132890_T2,An_d2w_132890_T3
,13747,An_d2w_137470_T1,--Done--,An_d2w_137470_T3
,13994,An_d2w_139940_T1,An_d2w_139940_T2,An_d2w_139940_T3
,13996,An_d2w_139960_T1,--Done--,An_d2w_139960_T3
,14044,An_d2w_140440_T1,--Done--,--Done--
,14441,An_d2w_144410_T1,--Done--,An_d2w_144410_T3
,14573,An_d2w_145730_T1,--Done--,--Done--
,14759,An_d2w_147590_T1,An_d2w_147590_T2,An_d2w_147590_T3
,14974,An_d2w_149740_T1,An_d2w_149740_T2,An_d2w_149740_T3

Day 3
,216,An_d1w_2160_T1,--Done--,--Done--
,429,An_d1w_4290_T1,--Done--,An_d1w_4290_T3
,888,--Done--,--Done--,An_d1w_20180_T3 | An_d1w_12900_T3 | An_d1w_2160_T3
,932,--Done--,An_d1w_4290_T2 | An_d1w_2160_T2,--Done--
,1003,An_d1w_10030_T1,An_d1w_10030_T2,An_d1w_10030_T3
,1022,--Done--,--Done--,An_d1w_10220_T3
,1290,An_d1w_12900_T1,--Done--,--Done--
,1595,An_d1w_15950_T1,An_d1w_15950_T2,--Done--
,1721,An_d1w_17210_T1,An_d1w_17210_T2,--Done--
,2007,--Done--,An_d1w_20070_T2,An_d1w_20070_T3
,2137,An_d1w_21370_T1,An_d1w_21370_T2,--Done--
,2447,An_d1w_24470_T1,An_d1w_24470_T2,--Done--
,2646,An_d1w_26460_T1,An_d1w_26460_T2,--Done--
,2674,--Done--,An_d1w_26740_T2,--Done--
,2696,An_d1w_26960_T1,An_d1w_26960_T2,--Done--
,3358,An_d1w_33580_T1,--Done--,--Done--
,3392,An_d1w_33920_T1,--Done--,--Done--
,3533,An_d1w_35330_T1,An_d1w_35330_T2,--Done--
,3705,--Done--,--Done--,An_d1w_26460_T3 | An_d1w_22680_T3 | An_d1w_21370_T3
,3985,--Done--,An_d1w_39850_T2,--Done--
,4114,An_d1w_41140_T1,An_d1w_41140_T2,An_d1w_41140_T3
,4138,An_d1w_41380_T1,An_d1w_41380_T2,--Done--
,4521,An_d1w_45210_T1,--Done--,An_d1w_45210_T3
,4699,An_d1w_46990_T1,An_d1w_46990_T2,--Done--
,5140,--Done--,An_d1w_51400_T2,--Done--
,5275,An_d1w_52750_T1,An_d1w_52750_T2,--Done--
,5323,An_d1w_53230_T1,An_d1w_53230_T2,An_d1w_53230_T3
,5364,An_d1w_53640_T1,An_d1w_53640_T2,--Done--
,6094,--Done--,An_d1w_60940_T2,--Done--
,6121,An_d1w_61210_T1,An_d1w_61210_T2,--Done--
,6279,--Done--,An_d1w_10220_T2,--Done--
,6592,--Done--,An_d1w_65920_T2,--Done--
,6659,An_d1w_66590_T1,An_d1w_66590_T2,An_d1w_66590_T3
,6863,An_d1w_68630_T1,--Done--,An_d1w_68630_T3
,7006,An_d1w_70060_T1,An_d1w_70060_T2,--Done--
,7842,An_d1w_78420_T1,--Done--,--Done--
,8186,--Done--,--Done--,An_d1w_81860_T3
,8208,--Done--,An_d1w_82080_T2,--Done--
,8440,--Done--,An_d1w_84400_T2,--Done--
,8458,An_d1w_84580_T1,--Done--,--Done--
,8567,An_d1w_85670_T1,An_d1w_85670_T2,An_d1w_85670_T3
,8912,--Done--,An_d1w_89120_T2,--Done--
,9104,An_d1w_91041_T1,--Done--,--Done--
,9214,--Done--,An_d1w_92140_T2,--Done--
,9248,--Done--,--Done--,An_d1w_92480_T3
,9359,An_d1w_93590_T1,An_d1w_93590_T2,--Done--
,9379,--Done--,An_d1w_93790_T2,--Done--
,9544,--Done--,An_d1w_95440_T2,An_d1w_95440_T3
,10845,--Done--,An_d1w_108450_T2,--Done--
,11009,An_d1w_110090_T1,--Done--,--Done--
,11052,--Done--,--Done--,An_d1w_110520_T3
,11289,An_d1w_112890_T1,--Done--,--Done--
,11453,--Done--,An_d1w_114532_T2,--Done--
,11715,An_d1w_117150_T1,An_d1w_117152_T2,An_d1w_117150_T3
,11944,An_d1w_119440_T1,An_d1w_119440_T2,--Done--
,12211,An_d1w_122110_T1,--Done--,--Done--
,12539,--Done--,An_d1w_125391_T2,An_d1w_125390_T3
,13122,An_d1w_131220_T1,--Done--,An_d1w_131220_T3
,14095,An_d1w_140950_T1,An_d1w_140950_T2,--Done--
,14214,An_d1w_142140_T1,--Done--,An_d1w_142140_T3
,14434,An_d1w_144340_T1,--Done--,--Done--
,14674,An_d1w_146740_T1,--Done--,--Done--
,14899,--Done--,An_d1w_148990_T2 | An_d1w_148991_T2,--Done--
,433,--Done--,An_d1w_92480_T2,An_d1w_15950_T3
,558,An_d1w_8880_T1,An_d1w_122110_T2,An_d1w_17210_T3
,1150,An_d1w_8881_T1,An_d1w_131370_T2,--Done--
,1181,An_d1w_8882_T1,An_d1w_141260_T2,--Done--
,1342,An_d1w_9320_T1,--Done--,--Done--
,1361,An_d1w_9321_T1,An_d2w_13610_T2,An_d1w_20890_T3
,1750,--Done--,An_d2w_17500_T2,--Done--
,2070,An_d1w_17220_T1,An_d2w_20700_T2,An_d1w_24470_T3
,2179,An_d1w_26740_T1,--Done--,An_d1w_33920_T3
,2359,--Done--,--Done--,An_d1w_39850_T3
,2474,An_d1w_37051_T1 | An_d1w_37050_T1,An_d2w_24742_T2 | An_d2w_24741_T2 | An_d2w_24740_T2,An_d1w_70060_T3
,2794,An_d1w_37052_T1,--Done--,--Done--
,3045,An_d1w_39850_T1 | An_d1w_37053_T1,An_d2w_30451_T2 | An_d2w_30450_T2,--Done--
,3115,An_d1w_51400_T1,An_d2w_31150_T2,--Done--
,3284,An_d1w_60940_T1,An_d2w_32840_T2,An_d1w_93790_T3
,3328,An_d1w_65920_T1,--Done--,--Done--
,3811,An_d1w_89120_T1 | An_d1w_92140_T1,An_d2w_38110_T2 | An_d2w_38111_T2,--Done--
,3981,An_d1w_92480_T1,An_d2w_39810_T2,--Done--
,4275,An_d1w_124960_T1,An_d2w_42750_T2,--Done--
,4572,An_d2w_45720_T1,An_d2w_45720_T2,--Done--
,4854,--Done--,An_d2w_48540_T2,An_d2w_48540_T3
,5799,An_d2w_57990_T1,An_d2w_57990_T2,An_d2w_57990_T3
,6058,An_d2w_60580_T1,--Done--,An_d2w_60580_T3
,6133,An_d2w_61331_T1 | An_d2w_61330_T1,An_d2w_61330_T2,An_d2w_61330_T3
,6949,--Done--,An_d2w_69490_T2,An_d2w_69490_T3
,7298,--Done--,An_d2w_72980_T2 | An_d2w_72981_T2 | An_d2w_72982_T2,--Done--
,7540,--Done--,An_d2w_75401_T2 | An_d2w_75400_T2,An_d2w_75400_T3
,7679,An_d2w_76790_T1,An_d2w_76790_T2,--Done--
,8210,An_d2w_82100_T1,An_d2w_82100_T2,--Done--
,8225,An_d2w_82250_T1,An_d2w_82250_T2,--Done--
,8437,--Done--,An_d2w_84370_T2,--Done--
,8509,An_d2w_85090_T1,--Done--,An_d2w_85090_T3
,8957,An_d2w_89570_T1,An_d2w_89570_T2,An_d2w_89570_T3
,9242,An_d2w_92420_T1,An_d2w_92420_T2,--Done--
,9327,--Done--,An_d2w_93270_T2,--Done--
,10850,An_d2w_108500_T1,--Done--,An_d2w_108500_T3
,10913,--Done--,An_d1w_12900_T2,--Done--
,10980,An_d2w_109800_T1,An_d2w_109800_T2,--Done--
,11148,An_d2w_111480_T1,An_d2w_111480_T2,An_d2w_111480_T3
,11534,An_d2w_115340_T1,An_d2w_115340_T2,An_d2w_115340_T3
,11806,--Done--,An_d2w_118060_T2,--Done--
,11822,An_d2w_118220_T1,An_d2w_118220_T2,An_d2w_118220_T3
,12005,An_d2w_120050_T1,An_d2w_120050_T2,An_d2w_120050_T3
,12153,An_d2w_121530_T1,An_d2w_121530_T2,--Done--
,12184,An_d2w_121840_T1,An_d2w_121840_T2,--Done--
,12314,--Done--,An_d2w_123140_T2,An_d2w_123140_T3
,12543,--Done--,An_d2w_125430_T2,--Done--
,12580,An_d2w_125800_T1,--Done--,An_d2w_125800_T3
,12972,An_d2w_129720_T1,An_d2w_129720_T2,--Done--
,13198,An_d2w_131980_T1,An_d2w_131980_T2,An_d2w_131980_T3
,13289,An_d2w_132890_T1,An_d2w_132890_T2,An_d2w_132890_T3
,13747,An_d2w_137470_T1,--Done--,An_d2w_137470_T3
,13994,--Done--,--Done--,An_d2w_139940_T3
,13996,An_d2w_139960_T1,--Done--,An_d2w_139960_T3
,14044,--Done--,An_d1w_81860_T2 | An_d1w_68630_T2 | An_d1w_45210_T2 | An_d1w_33920_T2 | An_d1w_33580_T2 | An_d1w_22680_T2 | An_d1w_20180_T2,--Done--
,14441,An_d2w_144410_T1,--Done--,--Done--
,14573,An_d2w_145730_T1,--Done--,--Done--
,14759,An_d2w_147590_T1,--Done--,An_d2w_147590_T3
,14974,An_d2w_149740_T1,An_d2w_149740_T2,--Done--
,360,--Done--,An_d1w_84580_T2,An_d1w_26650_T3
,497,--Done--,An_d1w_91040_T2,--Done--
,1167,An_d1w_9322_T1,An_d1w_91041_T2,An_d1w_33580_T3
,1303,An_d1w_10220_T1,An_d1w_91490_T2,An_d1w_46990_T3
,1436,An_d1w_22680_T1,An_d1w_110090_T2,An_d1w_51400_T3
,1462,An_d1w_42040_T1,An_d1w_110520_T2,An_d1w_52750_T3
,1519,An_d1w_62790_T1,An_d1w_112890_T2,An_d1w_60940_T3
,1788,An_d1w_81860_T1,An_d1w_114530_T2,An_d1w_61210_T3
,1828,An_d1w_82080_T1,An_d1w_114531_T2,An_d1w_65920_T3
,1996,--Done--,An_d2w_108500_T2 | An_d2w_85090_T2 | An_d1w_144340_T2 | An_d1w_125390_T2 | An_d1w_117151_T2 | An_d1w_117150_T2,--Done--
,2318,An_d1w_91040_T1,An_d2w_139940_T2,An_d1w_78420_T3
,2741,--Done--,An_d2w_147590_T2,An_d1w_84580_T3
,3121,An_d1w_110520_T1 | An_d1w_91490_T1,--Done--,--Done--
,3221,An_d1w_110521_T1,An_d3w_32210_T2,--Done--
,3275,An_d1w_125390_T1,An_d3w_32750_T2,--Done--
,3364,An_d1w_125391_T1,An_d3w_33640_T2,An_d1w_91040_T3
,3679,An_d1w_131370_T1,An_d3w_36792_T2 | An_d3w_36791_T2 | An_d3w_36790_T2,An_d1w_91490_T3
,3709,--Done--,--Done--,An_d1w_93590_T3
,3998,An_d1w_141260_T1,An_d3w_39980_T2,An_d1w_108450_T3
,4307,An_d1w_148990_T1,An_d3w_43070_T2,An_d1w_110090_T3
,4603,--Done--,An_d3w_46030_T2,An_d1w_112890_T3
,4772,An_d1w_148991_T1,An_d3w_47720_T2,--Done--
,5177,An_d2w_48540_T1,An_d3w_51770_T2,--Done--
,5262,An_d2w_72980_T1,An_d3w_52620_T2,An_d1w_114530_T3
,5362,An_d2w_93270_T1,An_d3w_53620_T2,--Done--
,5782,An_d2w_109130_T1,An_d3w_57820_T2,An_d1w_119440_T3
,6096,An_d2w_123140_T1,An_d3w_60960_T2,--Done--
,6194,--Done--,An_d3w_61940_T2,--Done--
,6267,An_d2w_125430_T1,An_d3w_62670_T2,An_d1w_122110_T3
,6408,An_d2w_139940_T1,--Done--,--Done--
,6520,An_d2w_140440_T1,An_d3w_65200_T2,--Done--
,6610,An_d3w_66100_T1,--Done--,An_d1w_131370_T3
,6689,An_d3w_66890_T1,An_d3w_66890_T2,An_d1w_141260_T3
,6726,--Done--,An_d3w_67260_T2,An_d1w_146740_T3
,6734,An_d3w_67340_T1,An_d3w_67340_T2,An_d1w_148990_T3
,6770,An_d3w_67700_T1,An_d3w_67700_T2,An_d2w_72980_T3
,6909,An_d3w_69090_T1,An_d3w_69090_T2,--Done--
,7290,An_d3w_72902_T1 | An_d3w_72901_T1 | An_d3w_72900_T1,--Done--,--Done--
,7366,--Done--,An_d3w_73661_T2 | An_d3w_73660_T2,--Done--
,7439,An_d3w_74390_T1,An_d3w_74390_T2,--Done--
,7798,An_d3w_77980_T1,An_d3w_77980_T2,An_d2w_84370_T3
,7841,--Done--,An_d3w_78410_T2,An_d2w_92420_T3
,7855,An_d3w_78550_T1,--Done--,--Done--
,8546,An_d3w_85460_T1,--Done--,--Done--
,8909,An_d3w_89090_T1,An_d3w_89090_T2,An_d2w_144410_T3
,9402,An_d3w_94020_T1,An_d3w_94020_T2,--Done--
,9707,An_d3w_97070_T1,An_d3w_97070_T2,--Done--
,10872,An_d3w_108720_T1,An_d3w_108720_T2,An_d2w_149740_T3
,11122,An_d3w_111220_T1,An_d3w_111220_T2,--Done--
,11207,An_d3w_112071_T1 | An_d3w_112070_T1,An_d3w_112071_T2 | An_d3w_112070_T2,An_d3w_112070_T3
,11222,An_d3w_112220_T1,An_d3w_112221_T2 | An_d3w_112220_T2,--Done--
,11334,An_d3w_113340_T1,--Done--,--Done--
,11658,An_d3w_116580_T1,An_d3w_116580_T2,An_d3w_116580_T3
,12611,An_d3w_126110_T1,--Done--,--Done--
,12655,--Done--,An_d3w_126550_T2,--Done--
,12734,An_d3w_127340_T1,An_d3w_127340_T2,An_d3w_127340_T3
,12739,An_d3w_127390_T1,An_d3w_127390_T2,An_d3w_127390_T3
